,Al,Si,S,K,Ca,Ti,Mn,Fe,Cu,Zn,Hg,Pb,Sr
283,343.6875,1121.8014322916667,2627.4791666666665,613.0625,6205.880208333333,901.0553385416666,178.5,3959.1041666666665,6720.6884765625,478.326171875,227.54817708333334,309.9244791666667,922.7867838541666
284,215.0,721.8014322916666,1536.5,1042.1875,9648.114583333334,795.0052083333334,436.5651041666667,8825.607096354166,6171.7158203125,633.1946614583334,271.5833333333333,284.1608072916667,1919.5338541666667
285,303.9583333333333,1667.1881510416667,2133.3333333333335,581.1875,4055.0833333333335,874.5078125,258.8125,4432.51953125,6913.930338541667,351.4322916666667,251.15104166666666,391.2493489583333,686.4739583333334
286,215.29166666666666,602.0559895833334,1300.2291666666667,394.1875,1484.1145833333333,922.1145833333334,148.07291666666666,3051.8743489583335,7149.858723958333,352.25,253.10546875,263.623046875,383.5885416666667
287,254.83333333333334,912.75,3945.8333333333335,598.4375,984.234375,972.2864583333334,254.6875,4105.994140625,7263.637369791667,344.5,302.578125,342.93359375,293.697265625
288,302.8541666666667,1410.9375,4064.0,1134.0,1112.9166666666667,919.71875,239.96354166666666,3613.0377604166665,7158.83984375,492.8333333333333,286.6770833333333,324.30078125,313.4375
289,356.0572916666667,1662.0208333333333,6454.231770833333,1450.6875,1076.9635416666667,911.3697916666666,271.8932291666667,3866.9622395833335,7110.684244791667,426.1158854166667,295.8802083333333,261.2513020833333,220.85677083333334
290,161.375,430.728515625,1529.0416666666667,721.9375,6124.651041666667,777.7135416666666,286.8125,5822.594401041667,6572.4833984375,454.0130208333333,218.15885416666666,395.27734375,978.8098958333334
291,547.2083333333334,2878.6666666666665,6321.166666666667,919.5,1533.7083333333333,1074.015625,202.16666666666666,5189.028971354167,6985.79296875,460.4583333333333,226.41145833333334,292.8235677083333,259.8828125
292,310.8125,1097.8958333333333,5542.979166666667,963.75,1316.8020833333333,989.9166666666666,298.3333333333333,6015.47265625,6982.490885416667,410.2109375,191.626953125,321.2805989583333,313.2916666666667
293,253.6796875,1089.0,2598.3333333333335,443.5,576.625,939.828125,162.26041666666666,3201.30859375,7219.964518229167,471.3333333333333,245.44270833333334,305.1627604166667,284.7643229166667
294,183.54166666666666,726.8125,2788.8333333333335,460.0,434.0885416666667,942.5364583333334,257.3333333333333,2886.2373046875,7414.080078125,360.9322916666667,319.0052083333333,361.1197916666667,319.8902994791667
295,698.0833333333334,4290.578125,4438.333333333333,1073.25,2102.1354166666665,1173.5260416666667,269.0442708333333,7125.973307291667,6897.58203125,427.9095052083333,300.228515625,305.1087239583333,221.60677083333334
296,675.3125,4064.5208333333335,4056.9791666666665,823.8125,1614.625,1264.24609375,179.47395833333334,7995.753580729167,6826.205078125,421.0625,237.2421875,254.3828125,277.765625
297,142.99869791666666,539.4583333333334,3130.25,995.0,528.8541666666666,862.7356770833334,205.10416666666666,2779.224609375,7316.6767578125,409.7916666666667,260.296875,374.18359375,307.7858072916667
298,424.2916666666667,2326.3697916666665,4615.166666666667,899.3125,1813.375,1112.921875,278.5198567708333,5475.603841145833,6972.3583984375,383.859375,261.2669270833333,317.7317708333333,222.11979166666666
299f.35,309.75,1564.4296875,2875.9166666666665,1440.5,2554.7239583333335,1185.1263020833333,750.1145833333334,13646.998046875,6378.4873046875,659.0963541666666,274.05078125,332.75390625,355.630859375
299f.3,247.34375,1148.7708333333333,1907.7916666666667,870.0,6248.416666666667,919.8229166666666,308.5260416666667,9768.099609375,6500.998697916667,556.6360677083334,279.0725911458333,498.580078125,1255.166015625
300,397.34375,2482.5,8768.541666666666,2229.8125,2380.875,1160.5416666666667,401.7916666666667,8495.810546875,6534.95703125,432.7708333333333,314.2649739583333,328.9127604166667,239.755859375
301,448.5286458333333,2253.7552083333335,6783.958333333333,800.875,5075.442708333333,1091.2213541666667,339.8125,6355.87890625,6647.307942708333,598.7135416666666,291.390625,297.1966145833333,236.69140625
302,214.39583333333334,844.8606770833334,5530.791666666667,697.8125,3525.296875,921.4401041666666,227.13020833333334,4723.027994791667,6906.3935546875,483.8958333333333,285.125,314.2174479166667,266.875
303,366.7109375,1647.7018229166667,4589.5,528.1875,2208.4635416666665,1027.0520833333333,306.9375,5409.831380208333,6915.243489583333,380.5,268.3346354166667,236.640625,215.40364583333334
304,282.8333333333333,1573.5211588541667,4151.0,813.8125,5917.140625,1056.9114583333333,376.3072916666667,6545.559895833333,6502.558919270833,695.83203125,287.7200520833333,287.328125,327.1725260416667
305,208.16666666666666,1018.234375,5501.5,617.3125,3079.9947916666665,1032.9661458333333,281.625,5006.849934895833,6945.126953125,510.890625,292.7701822916667,348.431640625,275.1822916666667
306,502.4583333333333,2797.4361979166665,7348.416666666667,1065.125,4860.90625,1278.7786458333333,324.1979166666667,10297.741861979166,6471.28125,588.3802083333334,346.578125,276.5494791666667,251.36783854166666
308,347.1875,1972.6302083333333,6223.4375,612.1875,4025.515625,1047.1979166666667,271.6875,5605.999348958333,6696.104817708333,553.87109375,267.50390625,283.5358072916667,275.0748697916667
309f.5,166.83333333333334,336.0514322916667,1600.1041666666667,879.3125,5655.03125,876.3561197916666,262.796875,8933.1220703125,6264.146158854167,589.0846354166666,337.9384765625,306.791015625,1427.5846354166667
311,642.5716145833334,4211.240885416667,5766.333333333333,1404.875,4440.583333333333,1414.1888020833333,415.9739583333333,14419.815755208334,6091.1103515625,473.75,268.275390625,242.58528645833334,258.3307291666667
312f.6,351.7083333333333,1930.1106770833333,2075.8333333333335,1370.6875,5249.005208333333,1344.8372395833333,722.7708333333334,19573.570963541668,5850.280924479167,598.4169921875,294.1223958333333,339.4368489583333,917.6539713541666
313,458.6770833333333,2346.2057291666665,6441.854166666667,1207.0,1629.828125,1245.8984375,348.9166666666667,10706.013671875,6718.844075520833,393.62109375,258.4635416666667,279.5296223958333,307.875
314,527.0833333333334,2789.2421875,6002.541666666667,1038.875,1664.8333333333333,1131.1897786458333,272.7890625,7066.40234375,6995.117513020833,356.0416666666667,243.66666666666666,342.2044270833333,241.68229166666666
315,292.375,1159.3854166666667,2555.5833333333335,970.25,2175.7447916666665,1061.921875,579.0,11880.262369791666,6585.157552083333,600.1861979166666,321.45703125,356.8294270833333,402.7877604166667
316,527.875,2980.6666666666665,5266.333333333333,1708.375,1741.34375,1180.6015625,576.0208333333334,8154.301432291667,6766.336588541667,577.4791666666666,236.17708333333334,295.0354817708333,231.88313802083334
317,335.8541666666667,1699.7708333333333,7109.416666666667,1375.3125,1247.125,1018.1692708333334,270.6666666666667,5434.390625,7065.492838541667,372.2421875,313.9401041666667,272.6376953125,229.92252604166666
318,293.4583333333333,1342.3125,2008.1666666666667,992.5625,2391.1614583333335,1079.8229166666667,462.8125,10708.65625,6750.491861979167,524.5885416666666,244.59375,268.435546875,225.96223958333334
319,362.2884114583333,1633.8333333333333,3436.0,673.875,937.671875,1063.7213541666667,370.0,3860.2109375,7196.3193359375,363.578125,337.0416666666667,256.5458984375,279.8072916666667
320,672.375,3962.8333333333335,2840.8333333333335,1421.25,1157.4166666666667,1286.1875,482.4375,8885.531575520834,6892.283854166667,526.8828125,259.09375,303.1803385416667,268.5
321,261.7708333333333,1327.7265625,3336.5,1021.25,1423.6458333333333,995.21875,236.41666666666666,4638.625,6997.503255208333,392.8671875,316.796875,345.4895833333333,258.1705729166667
322,952.6171875,5807.65625,5877.166666666667,1896.375,2212.0416666666665,1461.548828125,357.25,11594.588541666666,6332.5078125,434.03515625,330.5755208333333,333.7395833333333,385.5833333333333
323,238.73567708333334,946.3958333333334,4955.854166666667,705.75,556.0,965.0130208333334,231.1875,3090.1875,7401.081705729167,373.21875,267.5,292.171875,266.6722005208333
324,404.7916666666667,2241.2447916666665,4382.5,1141.0,1691.3333333333333,1222.6178385416667,361.1666666666667,11734.61328125,6643.853841145833,432.5651041666667,296.7578125,270.0299479166667,241.41666666666666
325,372.8333333333333,1759.5657552083333,4431.4375,1184.1875,2042.21875,982.0677083333334,284.330078125,5206.577473958333,6944.821614583333,677.5833333333334,300.9453125,213.28645833333334,292.7718098958333
326,221.73697916666666,1055.345703125,2103.0,980.5,2354.9947916666665,1074.8333333333333,1565.3697916666667,6338.843098958333,6836.624348958333,410.3463541666667,311.3997395833333,307.451171875,278.5084635416667
327,689.5,3742.2473958333335,5527.6875,1824.4375,1961.5208333333333,1110.8307291666667,413.1041666666667,7071.7333984375,6830.817708333333,393.3359375,277.234375,310.37109375,253.61979166666666
328,329.4270833333333,1847.8333333333333,7173.958333333333,1078.375,1317.6666666666667,1068.7718098958333,253.91927083333334,5980.920572916667,7016.873697916667,362.8229166666667,258.7975260416667,321.8606770833333,173.23177083333334
329,794.8125,2593.53125,3300.7291666666665,703.75,654.484375,1200.1197916666667,210.15625,5385.658203125,6967.648111979167,346.1236979166667,324.02734375,276.5579427083333,326.5921223958333
330,318.416015625,1592.625,2908.1041666666665,963.3125,815.7239583333334,997.2815755208334,226.5,5199.926432291667,7251.151041666667,405.43359375,269.1666666666667,212.14615885416666,335.4583333333333
331,328.6666666666667,1794.6666666666667,3068.0,1278.625,1163.7083333333333,989.1813151041666,260.9225260416667,5614.366536458333,6906.201497395833,505.9114583333333,238.8212890625,277.6985677083333,265.921875
332,472.125,2504.6458333333335,2119.6458333333335,972.4375,972.9479166666666,1159.1393229166667,267.3541666666667,7071.853515625,7087.915364583333,412.2604166666667,257.3033854166667,350.05859375,267.23046875
334f.2,720.6666666666666,4393.497395833333,4589.0,2187.9375,7793.0,1334.7005208333333,545.3125,14556.968424479166,5689.7431640625,534.7574869791666,311.6028645833333,312.5,837.4827473958334
336f.8,384.5416666666667,1897.5872395833333,7705.333333333333,2363.0,2436.7083333333335,1164.6285807291667,1113.0221354166667,6970.862630208333,6750.3427734375,429.734375,238.60416666666666,298.3346354166667,252.68424479166666
